# Rime user dictionary
#@/db_name	luna_pinyin
#@/db_type	userdb
#@/rime_version	1.16.1
#@/tick	21037
#@/user_id	edf49405-f6ee-4acb-88d3-58294728cd25
geng xin 	更新	c=59 d=13.9859 t=21037
gong 	共	c=2 d=1.47927 t=21037
gong 	功	c=1 d=0.918512 t=21037
gong cun 	共存	c=1 d=0.891366 t=21037
gong di 	功底	c=1 d=1 t=21037
gong hao 	功耗	c=2 d=1.84681 t=21037
gong he 	共和	c=4 d=2.78424 t=21037
gong ju 	工具	c=5 d=2.59014 t=21037
gong ming 	共鳴	c=1 d=1 t=21037
gong neng 	功能	c=29 d=7.04067 t=21037
gong shi 	公式	c=6 d=3.35635 t=21037
gong si 	公司	c=2 d=1.18915 t=21037
gong xiang 	共享	c=1 d=0.778801 t=21037
gong yi 	公益	c=1 d=0.83527 t=21037
gong yi 	工藝	c=1 d=0.831104 t=21037
gong zhen 	共振	c=0 d=0.099005 t=21037
gong zi 	工資	c=1 d=0.167797 t=21037
gong zuo 	工作	c=6 d=2.04054 t=21037
gong zuo liang 	工作量	c=1 d=0.562705 t=21037
gong zuo qu 	工作區	c=20 d=9.57869 t=21037
gong zuo zhan 	工作站	c=1 d=0.782705 t=21037
gou 	夠	c=1 d=0.830017 t=21037
gou 	狗	c=2 d=1.48246 t=21037
gou chang 	夠長	c=1 d=0.606531 t=21037
gou jian 	構建	c=29 d=7.69745 t=21037
gou jian de 	構建的	c=1 d=0.941765 t=21037
gou le 	夠了	c=1 d=0.923116 t=21037
gou ou guan 	夠歐冠	c=1 d=1 t=21037
gou ta 	夠她	c=1 d=0.88692 t=21037
gou wo 	夠我	c=1 d=0.891366 t=21037
gou yong 	夠用	c=5 d=2.14164 t=21037
gou zao 	構造	c=10 d=4.5708 t=21037
gou zhong 	夠鍾	c=1 d=0.955997 t=21037
gu ding 	固定	c=4 d=1.14916 t=21037
gu du 	孤獨	c=2 d=1.54985 t=21037
gu fa 	古法	c=1 d=0.946485 t=21037
gu ji 	估計	c=9 d=3.08962 t=21037
gu suan 	估算	c=1 d=0.790571 t=21037
gua 	呱	c=1 d=0.970446 t=21037
gua 	掛	c=3 d=2.72141 t=21037
gua 	瓜	c=1 d=0.960789 t=21037
gua dao 	掛到	c=1 d=0.923116 t=21037
gua gou 	掛鉤	c=1 d=0.839457 t=21037
gua le 	掛了	c=1 d=0.557106 t=21037
guai le 	怪了	c=1 d=0.70822 t=21037
guai wo 	怪我	c=1 d=0.937067 t=21037
guan 	管	c=3 d=1.75266 t=21037
guan bi 	關閉	c=9 d=5.41007 t=21037
guan dao 	管道	c=5 d=3.16888 t=21037
guan diao 	官調	c=1 d=0.951229 t=21037
guan fang 	官方	c=5 d=2.40609 t=21037
guan jia 	管家	c=2 d=1.14256 t=21037
guan jian ci 	關鍵詞	c=1 d=0.895834 t=21037
guan li 	管理	c=6 d=2.4399 t=21037
guan li qi 	管理器	c=4 d=3.11541 t=21037
guan li zhe 	管理者	c=2 d=1.66182 t=21037
guan wang 	官網	c=2 d=1.89319 t=21037
guan xi 	關係	c=1 d=0.65377 t=21037
guan xin 	關心	c=2 d=1.4483 t=21037
guan zhong 	觀衆	c=1 d=0.88692 t=21037
guan zhu 	關注	c=1 d=0.522046 t=21037
guang 	光	c=0 d=0.0778801 t=21037
guang biao 	光標	c=3 d=1.78621 t=21037
guang gao 	廣告	c=1 d=0.980199 t=21037
gui 	貴	c=2 d=0.946485 t=21037
gui dao 	軌道	c=12 d=5.74796 t=21037
gui dao le 	軌道了	c=1 d=0.980199 t=21037
gui guai 	鬼怪	c=1 d=0.701173 t=21037
gun 	滾	c=1 d=0.985112 t=21037
gun dong 	滾動	c=9 d=5.76144 t=21037
gun lun 	滾輪	c=2 d=1.31063 t=21037
guo 	國	c=5 d=2.94714 t=21037
guo 	果	c=3 d=1.88828 t=21037
guo 	過	c=9 d=3.26934 t=21037
guo bu liao 	過不了	c=1 d=0.321422 t=21037
guo cheng 	過程	c=2 d=1.70323 t=21037
guo cheng zhong 	過程中	c=1 d=0.67032 t=21037
guo da 	過大	c=1 d=0.99005 t=21037
guo de 	過得	c=2 d=1.60404 t=21037
guo du 	過度	c=2 d=0.825439 t=21037
guo duo 	過多	c=1 d=0.843665 t=21037
guo lai 	過來	c=2 d=1.64282 t=21037
guo nei 	國內	c=1 d=0.32628 t=21037
guo qu 	過去	c=1 d=0.904837 t=21037
guo ran shi 	果然是	c=1 d=1 t=21037
guo shi 	過時	c=1 d=0.425283 t=21037
ha 	哈	c=2 d=1.28131 t=21037
ha ha ha 	哈哈哈	c=1 d=0.585669 t=21037
hai 	還	c=16 d=4.13535 t=21037
hai bu 	還不	c=1 d=0.65377 t=21037
hai bu ru 	還不如	c=1 d=0.951229 t=21037
hai cha 	還差	c=10 d=4.015 t=21037
hai dei 	還得	c=1 d=0.782705 t=21037
hai ding zhe 	還盯着	c=1 d=0.99005 t=21037
hai gei ni 	還給你	c=1 d=0.166127 t=21037
hai hao 	還好	c=2 d=1.32501 t=21037
hai hui 	還會	c=5 d=2.32829 t=21037
hai ji de 	還記得	c=1 d=0.551563 t=21037
hai kan dao 	還看到	c=1 d=0.366045 t=21037
hai ke yi 	還可以	c=3 d=0.913912 t=21037
hai kuai 	還快	c=1 d=0.882497 t=21037
hai mei 	還沒	c=4 d=1.42756 t=21037
hai mei dao 	還沒到	c=1 d=0.941765 t=21037
hai neng 	還能	c=5 d=1.8514 t=21037
hai shi 	還是	c=78 d=10.3853 t=21037
hai xiang 	還想	c=1 d=0.923116 t=21037
hai xu yao 	還需要	c=2 d=1.34213 t=21037
hai yao 	還要	c=10 d=3.46672 t=21037
hai yi wei 	還以爲	c=3 d=1.27986 t=21037
hai yong 	還用	c=1 d=0.640824 t=21037
hai you 	還有	c=19 d=4.82085 t=21037
hai you mei you 	還有沒有	c=1 d=0.869358 t=21037
hai zai 	還在	c=5 d=2.76845 t=21037
hai zhen shi 	還真是	c=1 d=0.802519 t=21037
hai zhun 	還準	c=1 d=0.923116 t=21037
hai zi 	孩子	c=1 d=0.960789 t=21037
han guo 	韓國	c=1 d=0.190139 t=21037
han liu jia bei 	汗流浹背	c=1 d=0.856415 t=21037
han shu 	函數	c=43 d=8.9081 t=21037
hang 	行	c=31 d=10.1843 t=21037
hang dang 	行當	c=1 d=0.755784 t=21037
hao 	好	c=23 d=6.7777 t=21037
hao 	耗	c=1 d=0.960789 t=21037
hao 	號	c=23 d=7.22639 t=21037
hao 	豪	c=4 d=2.77983 t=21037
hao an 	毫安	c=2 d=1.46807 t=21037
hao an shi 	毫安時	c=1 d=0.786628 t=21037
hao ba 	好吧	c=1 d=0.970446 t=21037
hao ban fa 	好辦法	c=1 d=0.499074 t=21037
hao chi 	好喫	c=7 d=4.52433 t=21037
hao chi de 	好喫的	c=1 d=0.937067 t=21037
hao chu 	好處	c=2 d=1.27839 t=21037
hao da 	好大	c=1 d=0.873716 t=21037
hao de 	好的	c=7 d=2.64786 t=21037
hao dong xi 	好東西	c=1 d=0.677057 t=21037
hao fu za 	好複雜	c=2 d=1.73893 t=21037
hao fu za 	號複雜	c=2 d=1.57744 t=21037
hao ji ge 	好幾個	c=1 d=0.718924 t=21037
hao ji tian 	好幾天	c=1 d=0.97531 t=21037
hao ji zhong 	好幾種	c=1 d=0.625002 t=21037
hao kan 	好看	c=13 d=3.35726 t=21037
hao le 	好了	c=18 d=5.74126 t=21037
hao lei 	好嘞	c=2 d=1.89382 t=21037
hao luan 	好亂	c=1 d=0.486752 t=21037
hao miao 	毫秒	c=3 d=2.09558 t=21037
hao nan 	好難	c=0 d=0.0798516 t=21037
hao nan gao 	好難高	c=1 d=0.802519 t=21037
hao qiang 	好強	c=1 d=0.985112 t=21037
hao shi 	好事	c=2 d=1.07408 t=21037
hao shuang 	豪爽	c=1 d=0.814647 t=21037
hao shuo 	好說	c=1 d=0.634448 t=21037
hao wan 	好玩	c=4 d=3.33875 t=21037
hao wan de 	好玩的	c=2 d=1.26106 t=21037
hao xiang 	好像	c=35 d=8.79404 t=21037
hao xiang 	好想	c=0 d=0.0865022 t=21037
hao xiang nian 	好想唸	c=1 d=0.869358 t=21037
hao xiao 	好小	c=1 d=0.965605 t=21037
hao yi xie 	好一些	c=1 d=0.995012 t=21037
hao yong 	好用	c=6 d=2.50434 t=21037
hao zai 	好在	c=2 d=1.0736 t=21037
hao zha luan 	號炸亂	c=1 d=0.946485 t=21037
hao zhu shi 	號注釋	c=1 d=0.588605 t=21037
hao zhu yi 	好主意	c=3 d=1.73458 t=21037
he 	何	c=1 d=0.740818 t=21037
he 	和	c=140 d=16.1401 t=21037
he 	喝	c=1 d=0.882497 t=21037
he bing 	合並	c=3 d=1.82876 t=21037
he fa 	合法	c=1 d=0.683861 t=21037
he ge 	合格	c=1 d=0.960789 t=21037
he guo 	喝過	c=0 d=0.0657047 t=21037
he he 	呵呵	c=1 d=0.644036 t=21037
he li 	合理	c=1 d=0.941765 t=21037
he shi 	何事	c=1 d=0.557106 t=21037
he shi 	合適	c=1 d=0.965605 t=21037
he ti 	合體	c=1 d=1 t=21037
he xin 	核心	c=1 d=1 t=21024
hei 	黑	c=1 d=0.421052 t=21037
hei ping 	黑屏	c=3 d=2.75185 t=21036
hei tie 	黑鐵	c=1 d=0.99005 t=21037
hei ye 	黑夜	c=1 d=0.937067 t=21037
hen 	很	c=12 d=3.07328 t=21037
hen cha 	很差	c=1 d=1 t=21037
hen chang 	很長	c=1 d=0.970446 t=21037
hen cheng 	很成	c=1 d=0.644036 t=21037
hen cheng shi 	很成是	c=1 d=0.398519 t=21037
hen cheng shi 	很誠實	c=1 d=0.410656 t=21037
hen da 	很大	c=4 d=2.49435 t=21037
hen duo 	很多	c=9 d=1.98211 t=21037
hen gao 	很高	c=0 d=0.0909373 t=21037
hen hao 	很好	c=9 d=3.62399 t=21037
hen hao kan 	很好看	c=1 d=0.88692 t=21037
hen hao qi 	很好奇	c=1 d=0.511709 t=21037
hen hao wan 	很好玩	c=1 d=0.683861 t=21037
hen hao yong 	很好用	c=2 d=1.72846 t=21037
hen hen 	狠狠	c=2 d=1.18795 t=21037
hen hen da 	狠狠打	c=1 d=0.67032 t=21037
hen jian dan 	很簡單	c=3 d=1.70045 t=21037
hen jian lou 	很簡陋	c=1 d=0.927743 t=21037
hen jiu 	很久	c=4 d=2.49791 t=21037
hen liu chang 	很流暢	c=1 d=0.737123 t=21037
hen ma fan 	很麻煩	c=1 d=0.565525 t=21037
hen man 	很慢	c=1 d=0.733447 t=21037
hen mang 	很忙	c=1 d=0.802519 t=21037
hen nan 	很難	c=4 d=2.04276 t=21037
hen nan kan 	很難看	c=2 d=1.58438 t=21037
hen qiang 	很強	c=2 d=1.63035 t=21037
hen qing 	很輕	c=1 d=0.970446 t=21037
hen shen 	很神	c=1 d=0.97531 t=21037
hen shuang 	很爽	c=1 d=0.960789 t=21037
hen xiao 	很小	c=1 d=0.470011 t=21037
hen yi han 	很遺憾	c=1 d=0.904837 t=21037
hen zhi 	很值	c=1 d=0.831104 t=21037
hen zhong yao 	很重要	c=1 d=0.771052 t=21037
heng xian 	橫線	c=2 d=1.79127 t=21037
heng xiang 	橫向	c=4 d=1.95352 t=21037
hong 	宏	c=5 d=2.90688 t=21037
hong 	紅	c=2 d=1.77492 t=21037
hong chen 	紅塵	c=11 d=6.91419 t=21037
hong chen ke zhan 	紅塵客棧	c=1 d=0.88692 t=21037
hong cheng 	紅橙	c=1 d=0.790571 t=21037
hong guo 	紅果	c=2 d=0.938332 t=21037
hong qi 	紅旗	c=8 d=5.13176 t=21037
hong se 	紅色	c=1 d=0.97531 t=21037
hou 	後	c=14 d=5.50451 t=21037
hou duan 	後端	c=7 d=3.68009 t=21037
hou hui 	後悔	c=1 d=0.798516 t=21037
hou mian 	後面	c=16 d=4.73045 t=21037
hou qi 	後期	c=1 d=0.873716 t=21037
hou tai 	後臺	c=4 d=3.62819 t=21037
hou xu 	後續	c=4 d=2.09389 t=21037
hu 	虎	c=1 d=0.737123 t=21037
hu chi 	互斥	c=1 d=0.786628 t=21037
hu die 	蝴蝶	c=1 d=0.860708 t=21037
hu hua 	護花	c=0 d=0.0726149 t=21037
hu tao 	胡桃	c=2 d=1.96042 t=21037
hua 	化	c=4 d=2.30392 t=21037
hua 	畫	c=7 d=3.50826 t=21037
hua 	花	c=2 d=1.05978 t=21037
hua 	華	c=3 d=1.67972 t=21037
hua 	話	c=4 d=2.22475 t=21037
hua bu 	畫布	c=2 d=1.73958 t=21037
hua dian 	花店	c=1 d=0.960789 t=21037
hua dong 	滑動	c=3 d=1.94729 t=21037
hua fei 	花費	c=1 d=0.980199 t=21037
hua fei 	話費	c=1 d=0.985112 t=21037
hua hao 	畫好	c=1 d=0.97531 t=21037
hua kuai 	滑塊	c=2 d=1.2667 t=21037
hua lao 	話癆	c=1 d=0.612626 t=21037
hua le 	花了	c=2 d=1.77772 t=21037
hua mian 	畫面	c=1 d=0.941765 t=21037
hua ping 	花屏	c=1 d=0.980199 t=21037
hua qian 	花錢	c=3 d=0.620068 t=21037
hua shang qu 	滑上去	c=1 d=1 t=21037
hua shuo 	話說	c=1 d=0.514274 t=21037
hua suan 	划算	c=1 d=0.97531 t=21037
hua ti 	話題	c=1 d=1 t=21037
huai 	壞	c=2 d=0.334058 t=21037
huai bu le 	壞不了	c=1 d=0.733447 t=21037
huai chu 	壞處	c=1 d=0.860708 t=21037
huai diao 	壞掉	c=1 d=0.995012 t=21037
huai diao le 	壞掉了	c=1 d=0.980199 t=21037
huai xiao xi 	壞消息	c=2 d=1.80247 t=21037
huai yi 	懷疑	c=1 d=0.522046 t=21037
huan 	換	c=13 d=3.53608 t=21037
huan bu lai 	換不來	c=1 d=0.782705 t=21037
huan cheng 	換成	c=7 d=4.33984 t=21037
huan chong qu 	緩衝區	c=2 d=1.75201 t=21037
huan chu 	喚出	c=3 d=2.32784 t=21037
huan ge 	換個	c=1 d=0.50409 t=21037
huan jing 	環境	c=2 d=1.42767 t=21037
huan suan 	換算	c=1 d=0.726149 t=21037
huan xiang 	幻想	c=1 d=0.909373 t=21037
huan xing 	喚醒	c=0 d=0.0869358 t=21037
huan xing suo 	喚醒鎖	c=1 d=0.873716 t=21037
huan yi ge 	換一個	c=2 d=0.941765 t=21037
huan ying 	歡迎	c=1 d=0.657047 t=21037
huan zhe 	患者	c=3 d=2.36774 t=21037
huan zhe ge 	換這個	c=1 d=0.831104 t=21037
huang 	慌	c=1 d=0.900325 t=21037
huang 	黃	c=1 d=0.882497 t=21037
huang dou 	黃豆	c=1 d=0.67032 t=21037
huang he 	黃河	c=7 d=4.80192 t=21037
huang pian 	黃片	c=1 d=0.932394 t=21037
hui 	回	c=1 d=0.722527 t=21037
hui 	恢	c=1 d=0.937067 t=21037
hui 	會	c=90 d=10.4985 t=21037
hui ba 	會把	c=1 d=0.737123 t=21037
hui bao cuo 	會報錯	c=2 d=1.56737 t=21037
hui bei 	會被	c=2 d=1.80155 t=21037
hui bi jing 	會畢竟	c=1 d=0.524663 t=21037
hui bian 	會變	c=1 d=0.985112 t=21037
hui bu hui 	會不會	c=6 d=3.06705 t=21037
hui che 	回車	c=1 d=0.748264 t=21037
hui chu xian 	會出現	c=1 d=0.965605 t=21037
hui da 	回答	c=5 d=4.09774 t=21037
hui dao 	回到	c=4 d=2.52006 t=21037
hui de 	會的	c=1 d=0.802519 t=21037
hui diao 	回調	c=2 d=1.87451 t=21037
hui fu 	回復	c=2 d=1.90284 t=21037
hui fu 	恢復	c=4 d=3.27231 t=21037
hui geng da 	會更大	c=1 d=0.625002 t=21037
hui geng hao 	會更好	c=0 d=0.099005 t=21037
hui geng hao yong 	會更好用	c=1 d=0.995012 t=21037
hui guan 	會管	c=1 d=0.318224 t=21037
hui lai 	回來	c=4 d=1.95444 t=21037
hui qi 	晦氣	c=1 d=0.995012 t=21037
hui rang 	會讓	c=2 d=1.69791 t=21037
hui shi 	回事	c=3 d=2.65131 t=21037
hui shou 	回收	c=1 d=0.701173 t=21037
hui tou 	回頭	c=3 d=1.8347 t=21037
hui tu 	繪圖	c=1 d=0.955997 t=21037
hui yong 	會用	c=1 d=0.946485 t=21037
hui you 	會有	c=1 d=0.591555 t=21037
hui you hua 	會優化	c=1 d=0.937067 t=21037
hui zai 	會在	c=2 d=1.33648 t=21037
hui zhe yu 	會這與	c=1 d=0.970446 t=21037
hui zhi 	繪製	c=1 d=0.489192 t=21037
huo 	或	c=4 d=2.08266 t=21037
huo 	活	c=1 d=0.414009 t=21037
huo 	貨	c=1 d=0.818731 t=21037
huo guo 	火鍋	c=1 d=0.985112 t=21037
huo qu 	獲取	c=44 d=10.2752 t=21037
huo re 	火熱	c=1 d=0.895834 t=21037
huo shi 	或是	c=1 d=0.782705 t=21037
huo shou zui 	活受罪	c=1 d=0.615697 t=21037
huo tong tou 	活通透	c=1 d=0.97531 t=21037
huo xu 	或許	c=2 d=1.22045 t=21037
huo zhe 	或者	c=11 d=3.75252 t=21037
huo zhe 	活着	c=1 d=0.755784 t=21037
ji 	及	c=1 d=0.83527 t=21037
ji 	急	c=3 d=1.48432 t=21037
ji 	機	c=0 d=0.0537944 t=21037
ji 	級	c=2 d=1.62155 t=21037
ji 	記	c=4 d=1.91644 t=21037
ji 	雞	c=1 d=0.913931 t=21037
ji bai 	幾百	c=3 d=1.71929 t=21037
ji bai 	擊敗	c=0 d=0.0694197 t=21037
ji bai hang 	擊敗行	c=1 d=0.697676 t=21037
ji bai shou 	幾百首	c=1 d=0.941765 t=21037
ji ben 	基本	c=1 d=0.895834 t=21037
ji ben shang 	基本上	c=5 d=1.61194 t=21037
ji che 	機車	c=1 d=0.215456 t=21037
ji cheng 	繼承	c=1 d=0.690734 t=21037
ji chu 	基礎	c=16 d=4.62321 t=21037
ji ci 	幾次	c=1 d=0.955997 t=21037
ji de 	記得	c=3 d=1.82662 t=21037
ji ge 	幾個	c=10 d=3.74342 t=21037
ji gou 	機構	c=1 d=0.810584 t=21037
ji he 	集合	c=1 d=0.860708 t=21037
ji hu 	幾乎	c=4 d=2.13689 t=21037
ji hua 	計劃	c=2 d=0.743079 t=21037
ji huo 	激活	c=1 d=0.99005 t=21037
ji ji 	幾級	c=1 d=0.782705 t=21037
ji jiang 	即將	c=1 d=0.70822 t=21037
ji jin 	幾近	c=1 d=0.995012 t=21037
ji jin 	激進	c=1 d=0.701173 t=21037
ji ke 	即可	c=26 d=5.49424 t=21037
ji ke yi 	既可以	c=1 d=0.790571 t=21037
ji lei 	積累	c=4 d=2.09159 t=21037
ji lu 	記錄	c=6 d=3.56308 t=21037
ji mao 	雞毛	c=1 d=0.228779 t=21037
ji miao 	幾秒	c=1 d=0.923116 t=21037
ji ming ling 	記命令	c=1 d=0.509156 t=21037
ji pin 	極品	c=6 d=5.29633 t=21037
ji qi 	機器	c=2 d=1.35424 t=21037
ji ran 	既然	c=1 d=0.66034 t=21037
ji shi 	即使	c=1 d=0.571209 t=21037
ji shi 	即時	c=6 d=2.78484 t=21037
ji shi 	幾十	c=1 d=1.00971 t=21037
ji shi ben 	記事本	c=1 d=0.869358 t=21037
ji shi ceng 	幾十層	c=1 d=0.562705 t=21037
ji shu 	技術	c=6 d=3.0619 t=21037
ji shu an 	技術按	c=1 d=0.965605 t=21037
ji shu zhan 	技術棧	c=4 d=2.61125 t=21037
ji su 	極速	c=4 d=3.61988 t=21037
ji suan 	計算	c=14 d=5.56626 t=21037
ji suan chu 	計算出	c=1 d=0.985112 t=21037
ji suan ji 	計算機	c=3 d=0.623986 t=21037
ji suan qi 	計算器	c=1 d=0.882497 t=21037
ji tian 	幾天	c=1 d=0.970446 t=21037
ji tui 	雞腿	c=1 d=0.744532 t=21037
ji wan 	幾萬	c=2 d=1.85156 t=21037
ji wo 	雞窩	c=1 d=0.860708 t=21037
ji xie 	機械	c=2 d=1.98012 t=21037
ji xu 	繼續	c=6 d=2.59747 t=21037
ji yao 	既要	c=1 d=1.01652 t=21037
ji yao you yao 	既要又要	c=1 d=0.798516 t=21037
ji zao 	急躁	c=1 d=0.937067 t=21037
ji zhi 	極致	c=2 d=1.65797 t=21037
ji zhong 	幾種	c=1 d=0.759572 t=21037
ji zhong 	擊中	c=2 d=1.37498 t=21037
ji zhu 	記住	c=4 d=1.40012 t=21037
jia 	假	c=2 d=1.66218 t=21037
jia 	加	c=27 d=6.71363 t=21037
jia 	家	c=2 d=0.738874 t=21037
jia ge 	價格	c=1 d=0.904837 t=21037
jia ge 	加個	c=6 d=3.2941 t=21037
jia gou 	架構	c=2 d=1.39584 t=21037
jia hao 	加號	c=2 d=1.77873 t=21037
jia jin 	加進	c=1 d=1 t=21037
jia li 	家裏	c=1 d=0.280832 t=21037
jia qi lai 	加起來	c=1 d=1 t=21037
jia ru 	加入	c=5 d=2.40216 t=21037
jia shang 	加上	c=9 d=3.70581 t=21037
jia she 	假設	c=1 d=0.722527 t=21037
jia ting ban 	家庭版	c=1 d=0.798516 t=21037
jia yi dian 	加一點	c=1 d=0.860708 t=21037
jia yi ge 	加一個	c=2 d=1.78765 t=21037
jia you 	加油	c=2 d=1.44043 t=21037
jia zai 	加載	c=2 d=1.76873 t=21037
jian 	件	c=1 d=0.995012 t=21037
jian 	兼	c=1 d=0.97531 t=21037
jian 	建	c=1 d=0.40657 t=21037
jian 	減	c=1 d=0.548812 t=21037
jian 	見	c=2 d=1.50971 t=21037
jian bian 	漸變	c=2 d=1.57405 t=21037
jian cha 	檢查	c=4 d=2.305 t=21037
jian cheng 	簡稱	c=1 d=0.67032 t=21037
jian chi 	堅持	c=1 d=0.951229 t=21037
jian dan 	簡單	c=22 d=5.43943 t=21037
jian dou mei jian guo 	見都沒見過	c=1 d=0.683861 t=21037
jian ge 	間隔	c=3 d=2.781 t=21037
jian guo 	見過	c=1 d=0.744532 t=21037
jian hao 	減號	c=1 d=0.873716 t=21037
jian ji 	剪輯	c=6 d=2.92661 t=21037
jian jie 	簡潔	c=1 d=0.927743 t=21037
jian lou 	簡陋	c=0 d=0.0923116 t=21037
jian mo 	建模	c=1 d=0.371577 t=21037
jian pan 	鍵盤	c=13 d=4.68654 t=21037
jian qie 	剪切	c=3 d=2.59705 t=21037
jian qing 	減輕	c=1 d=0.941765 t=21037
jian rong 	兼容	c=4 d=2.3298 t=21037
jian shao 	減少	c=2 d=1.26687 t=21037
jian ti 	簡體	c=1 d=0.794534 t=21037
jian ting 	監聽	c=11 d=4.52725 t=21037
jian tou 	箭頭	c=3 d=2.23678 t=21037
jian xue 	見血	c=1 d=0.985112 t=21037
jian yi 	建議	c=9 d=4.32754 t=21037
jian yi bu 	見一步	c=1 d=0.609571 t=21037
jian zhi 	簡直	c=5 d=1.63339 t=21037
jiang 	將	c=38 d=7.92205 t=21037
jiang 	江	c=1 d=0.729789 t=21037
jiang 	講	c=6 d=3.10092 t=21037
jiang 	醬	c=2 d=1.95123 t=21037
jiang de 	講的	c=1 d=0.980199 t=21037
jiang jie 	講解	c=4 d=3.19008 t=21037
jiang jin 	將近	c=1 d=0.960789 t=21037
jiang jiu 	講究	c=1 d=0.311923 t=21037
jiang ming 	講明	c=0 d=0.0980199 t=21037
jiang ming bai 	將明白	c=1 d=0.980199 t=21037
jiang ming bai 	講明白	c=1 d=0.985112 t=21037
jiang ta 	將它	c=1 d=0.856415 t=21037
jiang zao 	降噪	c=1 d=0.965605 t=21037
jiao 	叫	c=10 d=4.54783 t=21037
jiao 	教	c=3 d=1.62409 t=21037
jiao ben 	腳本	c=3 d=2.22079 t=21037
jiao bian 	狡辯	c=1 d=0.927743 t=21037
jiao cai 	教材	c=1 d=0.865022 t=21037
jiao cheng 	教程	c=6 d=4.13093 t=21037
jiao di xia 	腳底下	c=1 d=0.960789 t=21037
jiao hao 	較好	c=1 d=0.50409 t=21037
jiao hui 	教會	c=2 d=1.69147 t=21037
jiao liu 	交流	c=3 d=2.55631 t=21037
jiao liu qu 	交流區	c=1 d=0.985112 t=21037
jiao shi 	教室	c=1 d=0.99005 t=21037
jiao shui 	膠水	c=1 d=0.522046 t=21037
jiao wo 	教我	c=8 d=3.86852 t=21037
jiao xue 	教學	c=2 d=1.43084 t=21037
jiao yu 	教育	c=1 d=0.496585 t=21037
jie 	接	c=3 d=1.5297 t=21037
jie 	桀	c=0 d=0.0985112 t=21037
jie 	解	c=2 d=0.869923 t=21037
jie dian 	節點	c=5 d=3.59691 t=21037
jie diao 	截掉	c=1 d=0.937067 t=21037
jie duan 	階段	c=2 d=1.40966 t=21037
jie ge 	借個	c=1 d=0.99005 t=21037
jie gou 	結構	c=7 d=2.96306 t=21037
jie gou ti 	結構體	c=17 d=3.68654 t=21037
jie gou tu 	結構圖	c=1 d=0.484325 t=21037
jie guo 	結果	c=3 d=1.99071 t=21037
jie he 	結合	c=2 d=1.54705 t=21037
jie jie 	姐姐	c=2 d=1.89299 t=21037
jie jie 	桀桀	c=0 d=0.0985112 t=21037
jie jie jie 	桀桀桀	c=13 d=3.81866 t=21037
jie jue 	解決	c=6 d=3.53534 t=21037
jie jue bu liao 	解決不了	c=1 d=0.860708 t=21037
jie jue fang fa 	解決方法	c=1 d=1 t=21037
jie jue le 	解決了	c=3 d=1.68578 t=21037
jie kai 	解開	c=1 d=0.865022 t=21037
jie ke 	皆可	c=2 d=1.96079 t=21037
jie kou 	接口	c=3 d=1.74503 t=21037
jie lun 	杰倫	c=3 d=1.80676 t=21037
jie ma 	解碼	c=1 d=0.995012 t=21037
jie mian 	界面	c=9 d=4.88361 t=21037
jie neng 	節能	c=1 d=0.932394 t=21037
jie ni 	借你	c=1 d=1 t=21037
jie ou 	解耦	c=1 d=0.941765 t=21037
jie ping 	截屏	c=3 d=2.84525 t=21037
jie ru 	介入	c=1 d=0.946485 t=21037
jie ru 	接入	c=2 d=0.995012 t=21037
jie shang qu 	接上去	c=1 d=0.891366 t=21037
jie shao 	介紹	c=3 d=1.93605 t=21037
jie shi 	解釋	c=4 d=2.36856 t=21037
jie shou 	接收	c=7 d=3.97211 t=21037
jie shuo 	解說	c=1 d=1 t=21037
jie sou duan 	接搜端	c=1 d=0.970446 t=21037
jie tu 	截圖	c=3 d=1.93818 t=21037
jie wei 	結尾	c=1 d=0.740818 t=21037
jie wo 	借我	c=0 d=0.097531 t=21037
jie xi 	解析	c=22 d=8.07437 t=21037
jie xia lai 	接下來	c=1 d=0.980199 t=21037
jie xie 	解攜	c=2 d=1.21988 t=21037
jin 	斤	c=1 d=0.26054 t=21037
jin 	近	c=1 d=0.913931 t=21037
jin 	進	c=7 d=2.75652 t=21037
jin bu 	進步	c=1 d=0.913931 t=21037
jin chang 	進場	c=2 d=0.443425 t=21037
jin cheng 	進程	c=2 d=1.82971 t=21037
jin du 	進度	c=7 d=4.17371 t=21037
jin du tiao 	進度條	c=23 d=6.77902 t=21037
jin jie 	進階	c=3 d=2.63846 t=21037
jin ke neng 	儘可能	c=4 d=1.66301 t=21037
jin kou 	進口	c=2 d=1.26605 t=21037
jin li 	儘力	c=1 d=0.591555 t=21037
jin liang 	儘量	c=1 d=0.748264 t=21037
jin nian 	今年	c=1 d=0.410656 t=21037
jin qu 	進去	c=2 d=1.0507 t=21037
jin ru 	進入	c=4 d=3.05382 t=21037
jin tian 	今天	c=2 d=1.7316 t=21037
jin wan 	今晚	c=1 d=0.88692 t=21037
jin xi tong 	進系統	c=1 d=0.83527 t=21037
jin xing 	進行	c=18 d=6.47856 t=21037
jin yong yu 	僅用於	c=1 d=0.932394 t=21037
jin zhi 	禁止	c=2 d=1.74702 t=21037
jin zhi 	進制	c=1 d=0.878095 t=21037
jing 	鏡	c=0 d=0.088692 t=21037
jing dian 	經典	c=1 d=0.946485 t=21037
jing du 	精度	c=2 d=1.53864 t=21037
