# Rime user dictionary
#@/db_name	luna_pinyin
#@/db_type	userdb
#@/rime_version	1.16.1
#@/tick	21037
#@/user_id	edf49405-f6ee-4acb-88d3-58294728cd25
da an le 	答案了	c=1 d=0.955997 t=21037
da bai 	打敗	c=1 d=0.941765 t=21037
da bai hua 	大白話	c=1 d=0.559898 t=21037
da bao 	打包	c=3 d=2.29455 t=21037
da bao cheng 	打包成	c=1 d=0.822835 t=21037
da bu da 	大不大	c=1 d=0.918512 t=21037
da bu fen 	大部分	c=4 d=2.44662 t=21037
da bu guo 	打不過	c=0 d=0.0995012 t=21037
da bu kai 	打不開	c=2 d=1.71712 t=21037
da cheng 	打成	c=2 d=1.49605 t=21037
da de 	大的	c=1 d=1 t=21037
da de 	打得	c=1 d=0.891366 t=21037
da duan 	打斷	c=0 d=0.0865022 t=21037
da duan dian 	打斷點	c=1 d=0.869358 t=21037
da fei ji 	打飛機	c=1 d=0.737123 t=21037
da gai 	大概	c=4 d=2.86877 t=21037
da gong 	打工	c=1 d=0.198891 t=21037
da han 	大喊	c=1 d=0.121238 t=21037
da ji 	打擊	c=1 d=0.970446 t=21037
da kai 	打開	c=13 d=6.19065 t=21037
da meng 	大夢	c=1 d=0.946485 t=21037
da nian 	大年	c=3 d=2.93585 t=21037
da niao 	大鳥	c=0 d=0.0970446 t=21037
da nv peng you 	打女朋友	c=1 d=0.860708 t=21037
da ping 	大屏	c=2 d=0.637225 t=21037
da suan 	打算	c=7 d=2.89949 t=21037
da xiao 	大小	c=4 d=2.38728 t=21037
da xie 	大寫	c=1 d=0.287941 t=21037
da xue 	大學	c=1 d=0.147342 t=21037
da xue sheng 	大學生	c=1 d=0.529935 t=21037
da yin 	打印	c=3 d=2.19423 t=21037
da you xi 	打遊戲	c=4 d=1.6082 t=21037
da zao cheng 	打造成	c=1 d=0.891366 t=21037
da zhuan 	大專	c=2 d=0.312204 t=21037
da zi 	大字	c=1 d=0.995012 t=21037
da zi 	打字	c=3 d=1.18069 t=21037
dai 	帶	c=3 d=1.49505 t=21037
dai biao 	代表	c=1 d=0.946485 t=21037
dai jia 	代價	c=3 d=1.25607 t=21037
dai li 	代理	c=3 d=2.09548 t=21037
dai lian jie 	帶連接	c=1 d=0.970446 t=21037
dai ma 	代碼	c=87 d=12.2089 t=21037
dai ma liang 	代碼量	c=1 d=0.609571 t=21037
dai ti 	代替	c=6 d=3.05266 t=21037
dai zhu shi 	帶注釋	c=2 d=1.16154 t=21037
dai zhuang tai 	帶狀態	c=1 d=0.579842 t=21037
dan 	但	c=29 d=5.40047 t=21037
dan 	單	c=17 d=3.38243 t=21037
dan 	蛋	c=1 d=0.826959 t=21037
dan che 	單車	c=4 d=2.84149 t=21037
dan chun 	單純	c=2 d=1.7214 t=21037
dan diao 	單調	c=1 d=0.900325 t=21037
dan du 	單獨	c=7 d=3.48219 t=21037
dan fan 	但凡	c=1 d=0.909373 t=21037
dan fen se 	淡粉色	c=1 d=0.843665 t=21037
dan ge 	單個	c=1 d=0.806541 t=21037
dan ji 	單機	c=1 d=0.839457 t=21037
dan li 	單例	c=1 d=0.923116 t=21037
dan shi 	但是	c=94 d=8.92311 t=21037
dan wen jian 	單文件	c=2 d=1.67994 t=21037
dan wo 	但我	c=1 d=0.722527 t=21037
dan xian cheng 	單線程	c=1 d=0.540641 t=21037
dan xiang 	單向	c=1 d=0.882497 t=21037
dan yuan 	單元	c=1 d=0.377192 t=21037
dang 	當	c=6 d=1.34431 t=21037
dang cuo wu 	當錯誤	c=1 d=0.951229 t=21037
dang ge 	當個	c=1 d=0.367879 t=21037
dang qian 	當前	c=13 d=4.80201 t=21037
dang ran 	當然	c=8 d=2.65365 t=21037
dang ran you 	當然有	c=1 d=0.97531 t=21037
dang shi 	當時	c=1 d=0.311923 t=21037
dao 	刀	c=1 d=0.814647 t=21037
dao 	到	c=69 d=11.9935 t=21037
dao 	島	c=0 d=0.0878095 t=21037
dao bao 	到爆	c=1 d=0.798516 t=21037
dao bu neng 	到不能	c=1 d=0.798516 t=21037
dao chu 	導出	c=1 d=0.927743 t=21037
dao di 	到底	c=2 d=1.45794 t=21037
dao hang 	導航	c=1 d=0.951229 t=21037
dao hang lan 	導航欄	c=1 d=0.960789 t=21037
dao le 	到了	c=1 d=1 t=21028
dao mei 	倒霉	c=1 d=0.704688 t=21037
dao meng kong jian 	盜夢空間	c=2 d=1.98506 t=21037
dao na qu 	到哪去	c=1 d=0.895834 t=21037
dao ru 	導入	c=4 d=3.20995 t=21037
dao shi 	倒是	c=1 d=0.995012 t=21037
dao tui 	倒退	c=1 d=0.644036 t=21037
dao wei 	到位	c=1 d=0.18452 t=21037
dao zhi 	導致	c=8 d=2.91311 t=21037
de 	地	c=4 d=1.46737 t=21037
de 	得	c=7 d=3.1727 t=21037
de 	的	c=1150 d=34.6782 t=21037
de dao 	得到	c=1 d=0.932394 t=21037
de hua 	的話	c=8 d=3.12448 t=21037
de le 	得了	c=5 d=2.64182 t=21037
de shi hou 	的時候	c=1 d=0.951229 t=21037
de shou 	得手	c=1 d=0.304221 t=21037
de shuo 	地說	c=2 d=0.755784 t=21037
dei xian 	得先	c=0 d=0.0625002 t=21037
deng 	登	c=1 d=1 t=21002
deng 	等	c=23 d=5.46518 t=21037
deng deng 	等等	c=2 d=1.24206 t=21037
deng fen 	等分	c=2 d=1.10917 t=21037
deng hui 	燈會	c=1 d=0.644036 t=21037
deng hui 	等會	c=2 d=0.802519 t=21037
deng jiang 	等獎	c=1 d=0.433874 t=21037
deng kuan 	等寬	c=1 d=0.460704 t=21037
deng wo 	等我	c=1 d=0.429557 t=21037
di 	低	c=4 d=2.06351 t=21037
di 	帝	c=1 d=0.995012 t=21037
di 	滴	c=2 d=1.24728 t=21037
di ang 	低昂	c=1 d=1.06909 t=21037
di bu 	底部	c=2 d=0.869358 t=21037
di ceng 	底層	c=1 d=0.44359 t=21037
di er 	第二	c=0 d=0.0701173 t=21037
di er zhen 	第二幀	c=1 d=0.704688 t=21037
di fang 	地方	c=1 d=0.609571 t=21037
di ji 	低級	c=1 d=0.99005 t=21037
di ji 	第幾	c=1 d=0.995012 t=21037
di pin 	低頻	c=0 d=0.0913931 t=21037
di san fang 	第三方	c=1 d=0.794534 t=21037
di yi 	第一	c=2 d=1.24793 t=21037
di yi ceng 	第一層	c=2 d=1.77297 t=21037
di yi ci 	第一次	c=6 d=3.29046 t=21037
di yi ge 	第一個	c=4 d=2.44416 t=21037
di yi hang 	第一行	c=1 d=0.895834 t=21037
di yi zhen 	第一幀	c=1 d=0.701173 t=21037
di yu 	地獄	c=3 d=1.95463 t=21037
di zhi 	地址	c=1 d=0.995012 t=21037
dian 	店	c=7 d=3.86601 t=21037
dian 	電	c=3 d=1.95844 t=21037
dian 	顛	c=1 d=0.774916 t=21037
dian 	點	c=29 d=8.26224 t=21037
dian chi 	電池	c=3 d=2.26767 t=21037
dian de 	點的	c=1 d=0.97531 t=21037
dian dong 	電動	c=1 d=0.216536 t=21037
dian ji 	點擊	c=18 d=6.82541 t=21037
dian jin qu 	點進去	c=1 d=0.918512 t=21037
dian li 	店裏	c=1 d=0.946485 t=21037
dian nao 	電腦	c=9 d=4.49786 t=21037
dian nei 	店內	c=2 d=1.55417 t=21037
dian wai 	店外	c=1 d=0.891366 t=21037
dian yi xia 	點一下	c=1 d=0.358796 t=21037
dian ying 	電影	c=1 d=0.946485 t=21037
dian yuan 	店員	c=1 d=0.551563 t=21037
dian yuan 	電源	c=2 d=1.01073 t=21037
dian zhen 	點陣	c=2 d=1.71243 t=21037
diao 	掉	c=2 d=1.81293 t=21037
diao 	調	c=3 d=2.21441 t=21037
diao dao 	掉到	c=1 d=0.40657 t=21037
diao du 	調度	c=17 d=5.83884 t=21037
diao du qi 	調度器	c=1 d=1 t=21037
diao yong 	調用	c=25 d=7.3344 t=21037
diao yong ta 	調用它	c=1 d=0.960789 t=21037
diao zhe 	釣着	c=1 d=0.196912 t=21037
die 	爹	c=1 d=0.752014 t=21037
die dai 	迭代	c=2 d=1.63521 t=21037
die dai le 	迭代了	c=1 d=0.955997 t=21037
die dai qi 	迭代器	c=1 d=0.726149 t=21037
die jia 	疊加	c=1 d=0.683861 t=21037
ding 	定	c=4 d=2.45671 t=21037
ding ceng 	頂層	c=3 d=1.67259 t=21037
ding wei 	定位	c=3 d=2.10776 t=21037
ding yi 	定義	c=5 d=2.96646 t=21037
ding yi cheng 	定義成	c=1 d=0.937067 t=21037
ding yue 	訂閱	c=8 d=3.98092 t=21037
ding yue zhi 	訂閱制	c=1 d=0.494109 t=21037
ding zhe 	盯着	c=0 d=0.0985112 t=21037
diu 	丟	c=1 d=0.99005 t=21037
diu jin 	丟進	c=1 d=0.941765 t=21037
dong 	動	c=6 d=2.47079 t=21037
dong hua 	動畫	c=9 d=3.60852 t=21037
dong le 	動了	c=3 d=2.62557 t=21037
dong le 	懂了	c=1 d=0.778801 t=21037
dong le ba 	懂了吧	c=1 d=0.856415 t=21037
dong ma 	懂嗎	c=1 d=0.980199 t=21037
dong man 	動漫	c=1 d=0.995012 t=21037
dong nao 	動腦	c=1 d=0.759572 t=21037
dong shou 	動手	c=2 d=1.1603 t=21037
dong ta 	動它	c=1 d=0.913931 t=21037
dong tai 	動態	c=3 d=1.97986 t=21037
dong xi 	東西	c=26 d=4.21171 t=21037
dou 	都	c=39 d=6.60443 t=21037
dou bu 	都不	c=0 d=0.0860708 t=21037
dou bu hui 	都不會	c=1 d=0.771052 t=21037
dou bu hui duo 	都不會多	c=1 d=0.941765 t=21037
dou bu xian shi 	都不顯示	c=1 d=0.865022 t=21037
dou bu yong 	都不用	c=1 d=0.474734 t=21037
dou di 	兜底	c=2 d=1.80715 t=21037
dou fan hui 	都返回	c=1 d=0.71177 t=21037
dou gai le 	都改了	c=1 d=0.847894 t=21037
dou gan 	都幹	c=1 d=0.806541 t=21037
dou hao 	逗號	c=1 d=0.970446 t=21037
dou hao 	都好	c=1 d=0.438235 t=21037
dou hui 	都會	c=3 d=1.7326 t=21037
dou kai shang 	都開上	c=1 d=0.631284 t=21037
dou kan ni le 	都看膩了	c=1 d=0.869358 t=21037
dou kao bu shang 	都考不上	c=1 d=0.146607 t=21037
dou ke yi 	都可以	c=3 d=1.45158 t=21037
dou kuai 	都快	c=1 d=0.56836 t=21037
dou mei 	都沒	c=1 d=0.995012 t=21037
dou mei jian guo 	都沒見過	c=0 d=0.0680451 t=21037
dou mei le 	都沒了	c=1 d=0.923116 t=21037
dou mei yong 	都沒用	c=1 d=0.810584 t=21037
dou mei you 	都沒有	c=1 d=0.554327 t=21037
dou shi 	都是	c=23 d=5.43191 t=21037
dou shuo le 	都說了	c=1 d=0.32628 t=21037
dou xian yan 	都顯眼	c=1 d=0.97531 t=21037
dou xing 	都行	c=1 d=0.970446 t=21037
dou xu yao 	都需要	c=1 d=0.687289 t=21037
dou yao 	都要	c=2 d=1.09454 t=21037
dou yi yang 	都一樣	c=1 d=0.99005 t=21037
dou yin 	抖音	c=1 d=0.767206 t=21037
dou yong 	都用	c=3 d=1.21374 t=21037
dou you 	都有	c=8 d=3.34611 t=21037
dou zhi dao 	都知道	c=1 d=0.522046 t=21037
dou zhi you 	都只有	c=1 d=0.798516 t=21037
dou zhuan hang 	都轉行	c=1 d=0.744532 t=21037
du 	堵	c=1 d=0.65377 t=21037
du 	度	c=5 d=2.23064 t=21037
du 	獨	c=2 d=1.73143 t=21037
du 	讀	c=8 d=2.93721 t=21037
du bu 	都不	c=0 d=0.0647265 t=21037
du bu du se 	都不堵塞	c=1 d=0.650509 t=21037
du cheng 	讀成	c=1 d=0.995012 t=21037
du dao 	讀到	c=2 d=1.05804 t=21037
du jie 	堵截	c=1 d=0.386741 t=21037
du jie 	渡劫	c=1 d=0.38868 t=21037
du li 	獨立	c=1 d=0.995012 t=21037
du qi lai 	讀起來	c=1 d=0.559898 t=21037
du qu 	讀取	c=18 d=7.13099 t=21037
du ri 	度日	c=1 d=0.847894 t=21037
du se 	堵塞	c=9 d=3.75742 t=21037
du shu yu 	度屬於	c=2 d=1.85698 t=21037
du xian 	獨顯	c=1 d=1 t=21025
du yan 	獨眼	c=1 d=0.99005 t=21037
du yan 	讀研	c=1 d=0.985112 t=21037
duan 	端	c=20 d=5.04638 t=21037
duan dian 	斷電	c=1 d=0.88692 t=21037
duan kou 	端口	c=8 d=4.35747 t=21037
duan kou ying she 	端口映射	c=1 d=0.960789 t=21037
dui 	堆	c=2 d=0.980792 t=21037
dui 	對	c=12 d=5.12761 t=21037
dui fang 	對方	c=1 d=0.694197 t=21037
dui hua 	對話	c=3 d=2.45523 t=21037
dui le 	對了	c=3 d=2.18181 t=21037
dui lie 	隊列	c=1 d=0.637628 t=21037
dui mian 	對面	c=1 d=0.860708 t=21037
dui qi 	對其	c=3 d=1.73785 t=21037
dui qi 	對齊	c=2 d=1.04678 t=21037
dui shen ti 	對身體	c=1 d=0.852144 t=21037
dui ta 	對它	c=2 d=1.45245 t=21037
dui wo 	對我	c=5 d=2.22197 t=21037
dui xiang 	對象	c=4 d=1.94431 t=21037
dui yi ge 	對一個	c=1 d=0.860708 t=21037
dui ying 	對應	c=1 d=0.99005 t=21037
dui yu 	對於	c=1 d=0.941765 t=21037
dun 	噸	c=1 d=0.786628 t=21037
duo 	多	c=20 d=3.46866 t=21037
duo bian liang 	多變量	c=1 d=0.704688 t=21037
duo bu le 	多不了	c=1 d=0.965605 t=21037
duo chang 	多長	c=1 d=0.818731 t=21037
duo da 	多大	c=1 d=0.900325 t=21037
duo ge 	多個	c=5 d=1.6094 t=21037
duo hang 	多行	c=4 d=2.48733 t=21037
duo hao kan 	多好看	c=1 d=0.937067 t=21037
duo hua dong 	多滑動	c=1 d=0.955997 t=21037
duo ji ge 	多幾個	c=1 d=0.932394 t=21037
duo jiu 	多久	c=1 d=0.752014 t=21037
duo le 	剁了	c=1 d=0.937067 t=21037
duo le 	多了	c=3 d=2.3447 t=21037
duo me 	多麼	c=3 d=1.92044 t=21037
duo nan 	多難	c=1 d=0.918512 t=21037
duo nian 	多年	c=0 d=0.0782705 t=21037
duo nian le 	多年了	c=1 d=0.786628 t=21037
duo nv zhu 	多女主	c=1 d=0.932394 t=21037
duo ran 	多然	c=1 d=0.729789 t=21037
duo shao zi 	多少字	c=1 d=0.744532 t=21037
duo shuang 	多爽	c=2 d=1.19592 t=21037
duo xie 	多謝	c=2 d=1.21798 t=21037
duo yu yan 	多語言	c=2 d=1.16522 t=21037
e 	額	c=36 d=8.32689 t=21037
e a 	額啊	c=1 d=0.932394 t=21037
e luo si 	俄羅斯	c=21 d=16.8237 t=21037
e luo si nv hai 	俄羅斯女孩	c=1 d=0.831104 t=21037
e meng 	噩夢	c=4 d=1.8079 t=21037
e si gui 	餓死鬼	c=0 d=0.0995012 t=21037
ei 	誒	c=1 d=0.97531 t=21037
ei ei ei 	誒誒誒	c=1 d=0.852144 t=21037
en 	嗯	c=5 d=2.61582 t=21037
en ping shi 	恩平市	c=1 d=0.491644 t=21037
er 	二	c=1 d=0.856415 t=21037
er 	而	c=3 d=1.42219 t=21037
er bu shi 	而不是	c=11 d=3.30103 t=21037
er duo 	耳朵	c=0 d=0.136097 t=21037
er guo 	而過	c=1 d=0.860708 t=21037
er ji 	二級	c=1 d=0.774916 t=21037
er ji 	耳機	c=3 d=2.55766 t=21037
er jin zhi 	二進制	c=2 d=1.77492 t=21037
er meng 	而萌	c=1 d=0.895834 t=21037
er qie 	而且	c=9 d=1.4285 t=21037
er ren 	二人	c=1 d=0.565525 t=21037
er shi 	二十	c=1 d=0.323033 t=21037
er shi 	而是	c=11 d=4.03087 t=21037
er wei 	二位	c=1 d=0.29671 t=21037
er wo 	而我	c=1 d=0.856415 t=21037
er yan 	而言	c=8 d=3.46481 t=21037
er yi 	而已	c=4 d=1.38093 t=21037
er yi yuan 	二億元	c=1 d=0.467666 t=21037
fa 	法	c=7 d=2.7604 t=21037
fa 	發	c=6 d=3.11176 t=21037
fa bu 	發佈	c=2 d=1.74089 t=21037
fa chu 	發出	c=1 d=0.904837 t=21037
fa dian 	發癲	c=1 d=0.937067 t=21037
fa ge 	發個	c=1 d=0.740818 t=21037
fa gei 	發給	c=2 d=1.45516 t=21037
fa guang 	發光	c=1 d=0.694197 t=21037
fa lai 	發來	c=1 d=0.909373 t=21037
fa li 	發力	c=5 d=3.17469 t=21037
fa nan 	發難	c=1 d=0.83527 t=21037
fa pei 	發配	c=1 d=0.882497 t=21037
fa sheng 	發生	c=1 d=0.873716 t=21037
fa song 	發送	c=26 d=6.89278 t=21037
fa wen 	發文	c=1 d=0.995012 t=21037
fa xian 	發現	c=7 d=2.44164 t=21037
fa zhan 	發展	c=1 d=0.865022 t=21037
fan 	翻	c=3 d=0.900325 t=21037
fan 	飯	c=3 d=2.61449 t=21037
fan cha 	反差	c=1 d=0.826959 t=21037
fan chang 	翻唱	c=2 d=0.681103 t=21037
fan dian 	飯店	c=1 d=0.831104 t=21037
fan er 	反而	c=1 d=0.562705 t=21037
fan fan 	翻翻	c=2 d=1.51255 t=21037
fan fang xiang 	反方向	c=2 d=1.71178 t=21037
fan hui 	返回	c=19 d=5.85514 t=21037
fan kui 	反饋	c=1 d=0.895834 t=21037
fan nan 	犯難	c=1 d=0.782705 t=21037
fan qie 	番茄	c=2 d=1.35631 t=21037
fan shen 	翻身	c=1 d=0.927743 t=21037
fan wei 	範圍	c=2 d=1.46452 t=21037
fan yi 	翻譯	c=21 d=12.4366 t=21037
fan yi cheng 	翻譯成	c=1 d=0.579842 t=21037
fan yi wei 	翻譯爲	c=1 d=0.83527 t=21037
fan zheng 	反正	c=12 d=4.59178 t=21037
fan zhuan 	反轉	c=1 d=0.937067 t=21037
fang 	放	c=2 d=1.7962 t=21037
fang 	方	c=2 d=1.32812 t=21037
fang an 	方案	c=8 d=4.34915 t=21037
fang ban 	仿辦	c=1 d=0.83527 t=21037
fang bian 	方便	c=3 d=2.67623 t=21037
fang da 	放大	c=5 d=3.45145 t=21037
fang dao 	放到	c=4 d=2.34322 t=21037
fang fa 	方法	c=37 d=7.77312 t=21037
fang ge 	方格	c=1 d=0.965605 t=21037
fang jian 	房間	c=1 d=0.522046 t=21037
fang jian nei 	房間內	c=1 d=0.540641 t=21037
fang jin 	放進	c=3 d=2.25068 t=21037
fang kuai 	方塊	c=4 d=3.34049 t=21037
fang kuang 	方框	c=2 d=0.865022 t=21037
fang le 	放了	c=1 d=0.970446 t=21037
fang na le 	放哪了	c=2 d=1.69205 t=21037
fang qi 	放棄	c=4 d=2.29832 t=21037
fang ru 	放入	c=1 d=1 t=21037
fang shi 	方式	c=10 d=4.40657 t=21037
fang shou 	放手	c=1 d=0.909373 t=21037
fang wen 	訪問	c=3 d=1.32419 t=21037
fang xiang 	方向	c=7 d=4.01342 t=21037
fang xiang jian 	方向鍵	c=2 d=0.975501 t=21037
fang xin 	放心	c=3 d=1.07654 t=21037
fang zai 	放在	c=5 d=2.45186 t=21037
fang zhe li mian 	放這裏面	c=1 d=0.909373 t=21037
fei 	費	c=2 d=0.826053 t=21037
fei 	非	c=1 d=0.985112 t=21037
fei 	飛	c=1 d=0.960789 t=21037
fei chang 	非常	c=8 d=2.43341 t=21037
fei dian 	費電	c=1 d=0.839457 t=21037
fei fan 	非凡	c=1 d=0.88692 t=21037
fei hua 	廢話	c=3 d=1.70586 t=21037
fei jin 	費勁	c=0 d=0.0729789 t=21037
fei jin le 	費勁了	c=1 d=0.733447 t=21037
fei kuai 	飛快	c=2 d=1.32865 t=21037
fei wu 	廢物	c=1 d=0.99005 t=21037
fen 	份	c=2 d=1.32816 t=21037
fen 	分	c=12 d=3.12406 t=21037
fen bian lv 	分辨率	c=4 d=2.25535 t=21037
fen bie 	分別	c=3 d=1.41657 t=21037
fen cheng 	分成	c=1 d=0.904837 t=21037
fen fa 	分發	c=1 d=0.847894 t=21037
fen ge 	分割	c=2 d=1.29877 t=21037
fen lei 	分類	c=1 d=0.904837 t=21037
fen li 	分離	c=1 d=0.818731 t=21037
fen pei 	分配	c=5 d=3.21807 t=21037
fen se 	粉色	c=8 d=3.61421 t=21037
fen xi 	分析	c=2 d=1.33002 t=21037
fen xiang 	分享	c=1 d=1 t=21037
fen ye 	分頁	c=1 d=0.951229 t=21037
fen zhi 	分之	c=1 d=0.336216 t=21037
fen zhi 	分支	c=2 d=1.90305 t=21037
fen zhong 	分鐘	c=4 d=2.28486 t=21037
feng 	楓	c=7 d=4.35713 t=21037
feng 	風	c=1 d=0.806541 t=21037
feng jin 	封禁	c=1 d=0.88692 t=21037
feng mian 	封面	c=1 d=0.860708 t=21037
feng shan 	風扇	c=1 d=0.985112 t=21037
feng zhuang 	封裝	c=2 d=1.2195 t=21037
fou 	否	c=2 d=1.55141 t=21037
fu 	父	c=1 d=0.798516 t=21037
fu dan 	負擔	c=4 d=2.43218 t=21037
fu dian 	浮點	c=1 d=0.951229 t=21037
fu hao 	符號	c=1 d=0.923116 t=21037
fu ke 	復刻	c=1 d=0.822835 t=21037
fu kua 	浮誇	c=6 d=4.01341 t=21037
fu le 	服了	c=1 d=0.822835 t=21037
fu ping 	副屏	c=1 d=0.481909 t=21037
fu shi shan 	富士山	c=2 d=1.59305 t=21037
fu shi shan xia 	富士山下	c=10 d=3.55763 t=21037
fu wu 	服務	c=10 d=3.63064 t=21037
fu wu duan 	服務端	c=19 d=5.30495 t=21037
fu wu qi 	服務器	c=19 d=5.16151 t=21037
fu xian 	復現	c=1 d=0.99005 t=21037
fu yong 	復用	c=1 d=0.970446 t=21037
fu yong 	服用	c=1 d=0.965605 t=21037
fu za 	複雜	c=5 d=2.67961 t=21037
fu zhai 	負債	c=1 d=0.697676 t=21037
fu zhi 	複製	c=6 d=3.624 t=21037
fu zhi 	賦值	c=3 d=2.10401 t=21037
fu zhi zhan tie 	複製粘貼	c=1 d=0.733447 t=21037
fu zhu 	輔助	c=1 d=0.715338 t=21037
ga 	噶	c=2 d=1.42323 t=21037
gai 	改	c=18 d=6.3015 t=21037
gai 	蓋	c=1 d=0.782705 t=21037
gai 	該	c=23 d=6.24587 t=21037
gai bian 	改變	c=12 d=5.85118 t=21037
gai bian le 	改變了	c=1 d=0.847894 t=21037
gai cheng 	改成	c=8 d=4.40895 t=21037
gai chu 	該處	c=1 d=0.715338 t=21037
gai dai ma 	該代碼	c=1 d=0.814647 t=21037
gai dong 	改動	c=1 d=0.895834 t=21037
gai jin 	改進	c=4 d=2.81715 t=21037
gai le 	改了	c=2 d=0.927743 t=21037
gai lv 	概率	c=2 d=0.63366 t=21037
gai ma 	改嗎	c=1 d=0.847894 t=21037
gai ming 	改名	c=1 d=1 t=21037
gai nian 	概念	c=1 d=0.955997 t=21037
gai wan 	改完	c=1 d=0.980199 t=21037
gai wan le 	該完了	c=1 d=0.373439 t=21037
gai wei 	改爲	c=2 d=1.66328 t=21037
gai yi gai 	改一改	c=1 d=0.913931 t=21037
gai yi xia 	改一下	c=1 d=0.951229 t=21037
gai you de 	該有的	c=1 d=0.99005 t=21037
gai zheng 	改正	c=1 d=0.937067 t=21037
gan 	幹	c=8 d=2.07155 t=21037
gan 	肝	c=3 d=1.77887 t=21037
gan cui 	乾脆	c=1 d=0.729789 t=21037
gan de 	乾的	c=1 d=0.909373 t=21037
gan huo 	幹活	c=1 d=0.806541 t=21037
gan jiao shi 	感覺是	c=1 d=0.946485 t=21037
gan jue 	感覺	c=41 d=8.10585 t=21037
gan jue dao 	感覺到	c=1 d=0.985112 t=21037
gan ma 	幹嘛	c=1 d=0.429557 t=21037
gan ma de 	幹嘛的	c=1 d=0.873716 t=21037
gan mao 	感冒	c=2 d=0.481889 t=21037
gan qi 	幹起	c=0 d=0.0744532 t=21037
gan qi le 	幹起了	c=1 d=0.748264 t=21037
gan shen me 	幹什麼	c=1 d=0.895834 t=21037
gan tan hao 	感歎號	c=2 d=1.87472 t=21037
gan xie 	感謝	c=2 d=1.50977 t=21037
gan xing qu 	感興趣	c=4 d=2.17976 t=21037
gan zha 	幹炸	c=1 d=0.97531 t=21037
gang 	剛	c=4 d=2.13657 t=21037
gao 	搞	c=2 d=1.3749 t=21037
gao 	稿	c=1 d=0.927743 t=21037
gao 	高	c=15 d=6.86445 t=21037
gao bing fa 	高併發	c=1 d=0.995012 t=21037
gao bu dong 	搞不懂	c=3 d=2.23998 t=21037
gao dian 	高點	c=1 d=0.715338 t=21037
gao ding 	搞定	c=8 d=3.38427 t=21037
gao ding le 	搞定了	c=3 d=1.72752 t=21037
gao dong 	搞懂	c=1 d=0.937067 t=21037
gao du 	高度	c=3 d=1.30834 t=21037
gao duan 	高端	c=2 d=1.65599 t=21037
gao er 	高二	c=1 d=0.165299 t=21037
gao ge 	搞個	c=1 d=0.941765 t=21037
gao ji 	高級	c=1 d=0.822835 t=21037
gao le 	搞了	c=1 d=0.918512 t=21037
gao liang 	高亮	c=4 d=2.74915 t=21037
gao ming bai 	搞明白	c=1 d=0.313486 t=21037
gao si 	高斯	c=0 d=0.0759572 t=21037
gao si mo hu 	高斯模糊	c=1 d=0.763379 t=21037
gao su 	告訴	c=9 d=2.05505 t=21037
gao su ni 	告訴你	c=1 d=0.985112 t=21037
gao su wo 	告訴我	c=5 d=2.48695 t=21037
gao yi ge 	搞一個	c=1 d=0.932394 t=21037
gao yu 	高於	c=1 d=0.782705 t=21037
ge 	個	c=29 d=7.61309 t=21037
ge 	各	c=2 d=0.861538 t=21037
ge 	格	c=1 d=0.337902 t=21037
ge 	歌	c=46 d=11.7113 t=21037
ge an 	個案	c=1 d=0.895834 t=21037
ge bi 	隔壁	c=2 d=0.345884 t=21037
ge ci 	歌詞	c=65 d=11.3826 t=21037
ge dan 	歌單	c=24 d=10.4569 t=21037
ge ge 	各個	c=5 d=2.42469 t=21037
ge kai 	隔開	c=1 d=0.985112 t=21037
ge ming 	歌名	c=16 d=4.61404 t=21037
ge ming geng xin 	歌名更新	c=1 d=0.557106 t=21037
ge qian 	擱淺	c=4 d=2.7635 t=21037
ge qu 	歌曲	c=29 d=7.07682 t=21037
ge ren 	個人	c=10 d=3.34068 t=21037
ge shi 	格式	c=8 d=2.62756 t=21037
ge shi hua 	格式化	c=1 d=0.995012 t=21037
ge shou 	歌手	c=15 d=4.36413 t=21037
ge wei 	各位	c=1 d=0.585669 t=21037
ge xing 	個性	c=1 d=0.951229 t=21037
ge you na xie 	歌有哪些	c=1 d=0.20089 t=21037
ge zhan 	各佔	c=4 d=2.05727 t=21037
ge zhi 	擱置	c=1 d=0.481909 t=21037
ge zhong 	各種	c=1 d=0.752014 t=21037
gei 	給	c=33 d=6.92294 t=21037
gei dian 	給點	c=2 d=0.891366 t=21037
gei ge 	給個	c=3 d=2.16114 t=21037
gei le 	給了	c=1 d=0.759572 t=21037
gei ni 	給你	c=6 d=2.06482 t=21037
gei ta 	給它	c=4 d=2.45167 t=21037
gei tu pian 	給圖片	c=1 d=0.985112 t=21037
gei wo 	給我	c=36 d=7.43548 t=21037
gen 	跟	c=13 d=3.35924 t=21037
gen ju 	根據	c=1 d=0.913931 t=21037
gen sui 	跟隨	c=1 d=0.621885 t=21037
gen wo 	跟我	c=1 d=0.722527 t=21037
geng 	更	c=6 d=2.84345 t=21037
geng da 	更大	c=0 d=0.0621885 t=21037
geng duo 	更多	c=2 d=1.85698 t=21037
geng gai 	更改	c=4 d=3.16336 t=21037
geng hao 	更好	c=8 d=4.09998 t=21037
geng hao wo 	更好我	c=1 d=0.694197 t=21037
geng hao xie 	更好寫	c=1 d=0.67032 t=21037
geng nan 	更難	c=1 d=0.56836 t=21037
geng qing xiang 	更傾向	c=1 d=0.818731 t=21037
geng rong yi 	更容易	c=1 d=0.960789 t=21037
geng shi 	更是	c=1 d=0.882497 t=21037
